file	AnimationAction.html.md	e99311d0c2bc5fd96faf048c89e957dc80361579bfd8b4a038501a0b9bfaa20c	docs/pages/AnimationAction.html.md
file	AnimationClip.html.md	f9d06e78dbe70487769fcec5b2a31f104c36cb45e109bb8b50313d4c07fea383	docs/pages/AnimationClip.html.md
file	AnimationMixer.html.md	599e28c12a98e65501d5f3b23039aacd61a1f284a477387777588570aff6b8d9	docs/pages/AnimationMixer.html.md
file	BufferGeometry.html.md	64a19aee3e274530389a2861b8d7bb8cff7c14cd0281d04b6ef4e3be22332062	docs/pages/BufferGeometry.html.md
file	Camera.html.md	63bb957c0500cda0ed6c4442e8361f6332e28ec067b336958159a5f6f5c554c8	docs/pages/Camera.html.md
file	Clock.html.md	395ac68837d3410eddb71ec983c735d4755ba06d8d022a767a4c9ddaff7b1da6	docs/pages/Clock.html.md
file	Color.html.md	9d79680c1557560dc4bd6dc4c9467dc6ef689bb445ebf0dda574a123587e3b33	docs/pages/Color.html.md
file	Controls.html.md	88b0988ea581f988e38ec6249e862d43ec6fc305d32ec4e66f6ae5623fa0e9d3	docs/pages/Controls.html.md
file	GLTFLoader.html.md	fd2503afec7202ce3015a66057c7ff0f1a859bf0f1f94784f76e39e80eed3dc5	docs/pages/GLTFLoader.html.md
file	Group.html.md	be6fb569fe69034e2bc2f97f7411a82e8ebac21674d7087176c9e1b49e431b66	docs/pages/Group.html.md
file	LICENSE	8b378ebe60e2fe500158cb0ac71cb5e8b7d92953c2abcc63a0eb90499653b5bc	LICENSE
file	Loader.html.md	c2f52cf100d2dfde8605c54b8c05c512f7ad575400ee068ba7c1a6a4ca8834fc	docs/pages/Loader.html.md
file	Material.html.md	aa33071516d50e501cb72105395cc32da94a5e1ea2b5a0b3219ee98c3833290c	docs/pages/Material.html.md
file	MeshSurfaceSampler.html.md	3447fecb8ce9550c5e73942538ab550a5ff57bba5ad2a789f5690d0f4338fdc2	docs/pages/MeshSurfaceSampler.html.md
file	Object3D.html.md	d46f731faf4b6fdb5a7dbb9bf65e5ef5ad1f2f5d06b4ac685117e8be7ade125d	docs/pages/Object3D.html.md
file	ObjectLoader.html.md	8afbc5d350d73d09c57a8baf723aead8b76be0f6fb7e62ba5c47ca21564f8563	docs/pages/ObjectLoader.html.md
file	OrbitControls.html.md	2c0cbe2e5663180c5b48b7bf5832f71b29f76cdbafc879f63f1c2b2bc1b336eb	docs/pages/OrbitControls.html.md
file	Points.html.md	5a6be4567a776ec34ee0d199d9611c83076600008af499202deacfaaf171da22	docs/pages/Points.html.md
file	RawShaderMaterial.html.md	46972a799a9da5a16dc7f48b976751da6f2899cce95cd70e7fbf14aa8e5f844c	docs/pages/RawShaderMaterial.html.md
file	ShaderMaterial.html.md	56c501fe1acae3f44f4fe2ecf9a19a84031bec515bcdb270691c84be7ab25b6d	docs/pages/ShaderMaterial.html.md
file	TSL.html.md	9270a7baad3dc825028173f63762e13f6664971fd036756233c7f33ea4b09770	docs/pages/TSL.html.md
file	Texture.html.md	238831ea010518802425344acea1cbd96add2212acb69ee01b763c99e8e77fb1	docs/pages/Texture.html.md
file	Timer.html.md	6a86f5a58fc5d51dbcf7aac7dce7a07f533af0e611ad64d6357413e896e3468d	docs/pages/Timer.html.md
file	TrackballControls.html.md	5af66d5c117bfbe3e74b999624ef828f07423d71c83d968f472ec102caa5625a	docs/pages/TrackballControls.html.md
file	Uniform.html.md	992a5253197aeff745b9d726aae038be3eb27146ecda44215954b0c3072f0b65	docs/pages/Uniform.html.md
file	WebGLRenderer.html.md	661a8bc44ddea70021e7fae200bdea9e3546923c57acecef937c062c955caaaf	docs/pages/WebGLRenderer.html.md
file	WebGPURenderer.html.md	26ce32e7c6d628d661097096114ead680bf18e6aaf5c53078a1480e809935dd2	docs/pages/WebGPURenderer.html.md
meta	commit	148ef33ecb6d2502ff796d4554abd1549c95d519
meta	reference_depth	1
meta	repository	https://github.com/mrdoob/three.js
meta	revision	186
ref	docs/pages/AnimationAction.html.md	AnimationAction.html#enabled	docs/pages/AnimationAction.html.md	bundled	AnimationAction.html.md
ref	docs/pages/AnimationAction.html.md	AnimationAction.html#loop	docs/pages/AnimationAction.html.md	bundled	AnimationAction.html.md
ref	docs/pages/AnimationAction.html.md	AnimationAction.html#play	docs/pages/AnimationAction.html.md	bundled	AnimationAction.html.md
ref	docs/pages/AnimationAction.html.md	AnimationAction.html#setLoop	docs/pages/AnimationAction.html.md	bundled	AnimationAction.html.md
ref	docs/pages/AnimationAction.html.md	AnimationAction.html#time	docs/pages/AnimationAction.html.md	bundled	AnimationAction.html.md
ref	docs/pages/AnimationAction.html.md	AnimationAction.html#timeScale	docs/pages/AnimationAction.html.md	bundled	AnimationAction.html.md
ref	docs/pages/AnimationAction.html.md	AnimationClip.html	docs/pages/AnimationClip.html.md	bundled	AnimationClip.html.md
ref	docs/pages/AnimationAction.html.md	https://github.com/mrdoob/three.js/blob/master/src/animation/AnimationAction.js	-	external	-
ref	docs/pages/AnimationClip.html.md	AnimationAction.html#setDuration	docs/pages/AnimationAction.html.md	bundled	AnimationAction.html.md
ref	docs/pages/AnimationClip.html.md	MD2Loader.html#parse	docs/pages/MD2Loader.html.md	depth_limit	-
ref	docs/pages/AnimationClip.html.md	https://github.com/mrdoob/three.js/blob/master/src/animation/AnimationClip.js	-	external	-
ref	docs/pages/AnimationMixer.html.md	AnimationAction.html	docs/pages/AnimationAction.html.md	bundled	AnimationAction.html.md
ref	docs/pages/AnimationMixer.html.md	AnimationAction.html#stop	docs/pages/AnimationAction.html.md	bundled	AnimationAction.html.md
ref	docs/pages/AnimationMixer.html.md	AnimationMixer.html#stopAllAction	docs/pages/AnimationMixer.html.md	bundled	AnimationMixer.html.md
ref	docs/pages/AnimationMixer.html.md	AnimationMixer.html#timeScale	docs/pages/AnimationMixer.html.md	bundled	AnimationMixer.html.md
ref	docs/pages/AnimationMixer.html.md	Clock.html	docs/pages/Clock.html.md	bundled	Clock.html.md
ref	docs/pages/AnimationMixer.html.md	Timer.html	docs/pages/Timer.html.md	bundled	Timer.html.md
ref	docs/pages/AnimationMixer.html.md	https://github.com/mrdoob/three.js/blob/master/src/animation/AnimationMixer.js	-	external	-
ref	docs/pages/BufferGeometry.html.md	Object3D.html#lookAt	docs/pages/Object3D.html.md	bundled	Object3D.html.md
ref	docs/pages/BufferGeometry.html.md	Object3D.html#position	docs/pages/Object3D.html.md	bundled	Object3D.html.md
ref	docs/pages/BufferGeometry.html.md	Object3D.html#rotation	docs/pages/Object3D.html.md	bundled	Object3D.html.md
ref	docs/pages/BufferGeometry.html.md	Object3D.html#scale	docs/pages/Object3D.html.md	bundled	Object3D.html.md
ref	docs/pages/BufferGeometry.html.md	WebGPURenderer.html	docs/pages/WebGPURenderer.html.md	bundled	WebGPURenderer.html.md
ref	docs/pages/BufferGeometry.html.md	https://github.com/mrdoob/three.js/blob/master/src/core/BufferGeometry.js	-	external	-
ref	docs/pages/Camera.html.md	Object3D.html#getWorldDirection	docs/pages/Object3D.html.md	bundled	Object3D.html.md
ref	docs/pages/Camera.html.md	https://github.com/mrdoob/three.js/blob/master/src/cameras/Camera.js	-	external	-
ref	docs/pages/Clock.html.md	https://github.com/mrdoob/three.js/blob/master/src/core/Clock.js	-	external	-
ref	docs/pages/Color.html.md	Color.html#lerp	docs/pages/Color.html.md	bundled	Color.html.md
ref	docs/pages/Color.html.md	Color.html#setStyle	docs/pages/Color.html.md	bundled	Color.html.md
ref	docs/pages/Color.html.md	https://en.wikipedia.org/wiki/X11_color_names#Color_name_chart	-	external	-
ref	docs/pages/Color.html.md	https://github.com/mrdoob/three.js/blob/master/src/math/Color.js	-	external	-
ref	docs/pages/Controls.html.md	https://github.com/mrdoob/three.js/blob/master/src/extras/Controls.js	-	external	-
